iter	MultiClass
163	0.4633231747
164	0.4613447084
165	0.4588225472
166	0.457281647
167	0.4562028794
168	0.454162592
169	0.452201189
170	0.451510435
171	0.449188589
172	0.4469683437
173	0.445037274
174	0.4428372018
175	0.4420958122
176	0.4407056291
177	0.4385148086
178	0.4361477408
179	0.4337309118
180	0.4321616975
181	0.4314594187
182	0.4294730636
183	0.4270696004
184	0.4263359996
185	0.4242393928
186	0.4231189887
187	0.4214965185
188	0.4205874938
189	0.4184001041
190	0.4163507393
191	0.415063358
192	0.4133410347
193	0.4119879023
194	0.4099258771
195	0.4087239194
196	0.4077442615
197	0.4061615702
198	0.4043469464
199	0.402625963
200	0.4013707512
201	0.3992408637
202	0.3978313425
203	0.3960052532
204	0.3946466657
205	0.3931224321
206	0.3917619238
207	0.3905503818
208	0.3896649393
209	0.3880888568
210	0.3862543025
211	0.3854098598
212	0.3841518011
213	0.3820686274
214	0.3809382945
215	0.378929052
216	0.3767473593
217	0.3752302525
218	0.3738658558
219	0.3723623506
220	0.3714104551
221	0.3705739821
222	0.3702890983
223	0.3694535392
224	0.367962818
225	0.3658514023
226	0.3640442641
227	0.3617511845
228	0.3605070321
229	0.359320032
230	0.3578226181
231	0.3563814159
232	0.3546138033
233	0.3533300108
234	0.3518217286
235	0.3507104631
236	0.3494012413
237	0.3483498665
238	0.346736358
239	0.3449266326
240	0.3435423419
241	0.3410958063
242	0.3397370334
243	0.3388917724
244	0.3378856763
245	0.3368124001
246	0.3359165271
247	0.3350743601
248	0.3338929851
249	0.3328773282
250	0.3314567852
251	0.3296359227
252	0.3283238934
253	0.326459347
254	0.3258763543
255	0.3247592062
256	0.3238269917
257	0.3224389402
258	0.3212340677
259	0.3200926482
260	0.3186021787
261	0.3171129169
262	0.3159068139
263	0.3141472875
264	0.3122966784
265	0.3109929898
266	0.3100438049
267	0.3083164178
268	0.3071924376
269	0.3057674701
270	0.3046284414
271	0.3038317401
272	0.3025970844
273	0.3017493923
274	0.3004846331
275	0.2997278921
276	0.2987021181
277	0.2982402679
278	0.2974693439
279	0.2963746084
280	0.2953011459
281	0.2949237039
282	0.2939418897
283	0.2931596294
284	0.2916752942
285	0.2905829668
286	0.2899529878
287	0.2891552921
288	0.2884559398
289	0.2869123732
290	0.2863404518
291	0.2851379107
292	0.2846203666
293	0.2837580099
294	0.2828037082
295	0.2824440725
296	0.281446135
297	0.2805047239
298	0.2797866609
299	0.2789602558
300	0.2783767912
301	0.2775342004
302	0.2765402047
303	0.2751228339
304	0.2748313411
305	0.2738140332
306	0.2728052452
307	0.2718499921
308	0.2703184079
309	0.2694477641
310	0.2687904029
311	0.2675375696
312	0.2666325734
313	0.2656003394
314	0.2649242772
315	0.2634312433
316	0.262837652
317	0.2616825649
318	0.2606271486
319	0.2603742768
320	0.2593211575
321	0.2586018144
322	0.2574485613
323	0.2560859721
324	0.2555498927
325	0.2547366688
326	0.2539533026
327	0.2530184403
328	0.2524468611
329	0.2519202145
330	0.2514281818
331	0.2502474107
332	0.248762004
333	0.2479509681
334	0.2469260204
335	0.2462015694
336	0.2455752544
337	0.2449219459
338	0.244501028
339	0.243339816
340	0.2428811672
341	0.2421484497
342	0.2413693574
343	0.2406859542
344	0.2393294302
345	0.2383897648
346	0.2379098503
347	0.2372301074
348	0.2361232691
349	0.2352485611
350	0.2344882272
351	0.2339405646
352	0.2332088922
353	0.232357841
354	0.2313718652
355	0.2305208514
356	0.2299834477
357	0.2289497701
358	0.2286118904
359	0.2281452538
360	0.2273091576
361	0.2264204236
362	0.2253213426
363	0.2249277522
364	0.2241142853
365	0.2232948162
366	0.2223878289
367	0.2216297458
368	0.2212228559
369	0.2204565635
370	0.2200004469
371	0.2196724256
372	0.2188292696
373	0.2180952471
374	0.2170742234
375	0.2164355139
376	0.2158759863
377	0.214807747
378	0.21454113
379	0.2134538644
380	0.2127175057
381	0.2122777065
382	0.2114186107
383	0.2106130971
384	0.2098330756
385	0.2089353693
386	0.2085744495
387	0.2077600165
388	0.2069403751
389	0.2062560687
390	0.2054183114
391	0.2047561741
392	0.204228244
393	0.2034553821
394	0.2029717868
395	0.2025229017
396	0.2020633267
397	0.2013021657
398	0.2008151618
399	0.2002456298
400	0.1998216003
401	0.199242849
402	0.1987630498
403	0.1980826907
404	0.1974028376
405	0.1967275828
406	0.1963123065
407	0.1955486973
408	0.1949663085
409	0.194450042
410	0.1937542828
411	0.1930850386
412	0.1925920908
413	0.1920054702
414	0.1915931286
415	0.1911100431
416	0.190703529
417	0.1900881372
418	0.1894819844
419	0.1892270621
420	0.1886451563
421	0.188114161
422	0.1876405153
423	0.1871525381
424	0.1864205558
425	0.185904762
426	0.1853824998
427	0.1850283347
428	0.1843915791
429	0.183771424
430	0.1831880079
431	0.1824806171
432	0.1818494099
433	0.1813724333
434	0.1809967186
435	0.1807138921
436	0.1802507717
437	0.1799216823
438	0.1793057036
439	0.1788044154
440	0.1781053926
441	0.1771576216
442	0.1766450515
443	0.1763479683
444	0.1759169546
445	0.1751700027
446	0.1746536705
447	0.1741251164
448	0.1737657706
449	0.1734359158
450	0.1728424359
451	0.1724184504
452	0.1720219724
453	0.1716665391
454	0.1714672117
455	0.1710357594
456	0.1706317755
457	0.1701021508
458	0.1698595662
459	0.1694868255
460	0.1690459531
461	0.1684980528
462	0.1679707474
463	0.1675356931
464	0.1671729025
465	0.1668144055
466	0.1664640962
467	0.1660767033
468	0.1654227069
469	0.1649303788
470	0.1646083655
471	0.1643215669
472	0.1639404809
473	0.1637778848
474	0.1632613019
475	0.1628101436
476	0.1623426559
477	0.1620286646
478	0.1615377326
479	0.161123239
480	0.1608521626
481	0.1604869878
482	0.1599450793
483	0.1594415793
484	0.1589656367
485	0.1584646179
486	0.1578272851
487	0.157432713
488	0.1570361298
489	0.1565587163
490	0.1559154127
491	0.155360496
492	0.155027985
493	0.1546781875
494	0.1545056924
495	0.1539156231
496	0.1535139954
497	0.1532035339
498	0.1527118142
499	0.152339024
500	0.1518854827
501	0.1513646818
502	0.1510817578
503	0.1504727333
504	0.149935855
505	0.1495355472
506	0.1490744256
507	0.1486293303
508	0.148296016
509	0.1478985843
510	0.1475396281
511	0.1472182336
512	0.1468906271
513	0.1463707852
514	0.1461981909
515	0.1460106164
516	0.1456293621
517	0.1453495751
518	0.1450822868
519	0.1447169464
520	0.1445044787
521	0.1441826782
522	0.1437189639
523	0.1434822897
524	0.1432331228
525	0.1429132112
526	0.1425469929
527	0.1422498328
528	0.1421011832
529	0.1418266707
530	0.1414132654
531	0.140931281
532	0.1405469573
533	0.1402219243
534	0.139883581
535	0.1396269289
536	0.1392895758
537	0.1388711852
538	0.1384717165
539	0.1379397245
540	0.1375393629
541	0.1370424674
542	0.1365966232
543	0.1363262789
544	0.1359396447
545	0.1355816716
546	0.1353062026
547	0.1348311011
548	0.1344113208
549	0.1340646203
550	0.1338115438
551	0.1334163196
552	0.1330633358
553	0.1329127481
554	0.132593911
555	0.1322205715
556	0.13185613
557	0.1315799708
558	0.1311595449
559	0.1310021294
560	0.1307925525
561	0.1304786384
562	0.1302348632
563	0.129741287
564	0.129270766
565	0.1290414389
566	0.1286912715
567	0.1285349783
568	0.1282200047
569	0.1279887608
570	0.1276516
571	0.1273334924
572	0.1269985615
573	0.1264896124
574	0.126135366
575	0.1259720758
576	0.1256882882
577	0.1254145444
578	0.1252109531
579	0.1248250177
580	0.1246279525
581	0.1243514757
582	0.1241110663
583	0.1237666827
584	0.1235964817
585	0.1232103603
586	0.1229358815
587	0.1227320771
588	0.122437699
589	0.1221256827
590	0.1218603652
591	0.1216027726
592	0.1213165132
593	0.1209696786
594	0.1207124313
595	0.1203788678
596	0.120154048
597	0.119880561
598	0.1196806994
599	0.1195360061
600	0.1194214427
601	0.1190534129
602	0.1188083266
603	0.1186424308
604	0.1183459022
605	0.1181426332
606	0.1179388772
607	0.1175497709
608	0.1173512272
609	0.1171401814
610	0.1168545904
611	0.1166765183
612	0.1163717132
613	0.1160897467
614	0.1158778965
615	0.1155958699
616	0.1154960744
617	0.1152521025
618	0.1149860492
619	0.1147975103
620	0.1146238787
621	0.1144541357
622	0.1142587599
623	0.1139659004
624	0.1137208799
625	0.1135547976
626	0.1132550072
627	0.1129395168
628	0.1128560893
629	0.1125039442
630	0.1122458765
631	0.1119860756
632	0.1116659121
633	0.111346801
634	0.1110166448
635	0.1107506182
636	0.1104094743
637	0.1100758514
638	0.1098344071
639	0.1095440103
640	0.1092823987
641	0.1090226815
642	0.1089057625
643	0.1085825704
644	0.1082695491
645	0.1081659706
646	0.1080697746
647	0.107956984
648	0.1077284125
649	0.1075071145
650	0.1073931073
651	0.1072801848
652	0.1069627863
653	0.1067628058
654	0.1064035389
655	0.1062040582
656	0.1059637367
657	0.1057521345
658	0.1055043459
659	0.1053488211
660	0.1052291103
661	0.1050699135
662	0.1049495992
663	0.1047280141
664	0.104523402
665	0.104268092
666	0.1040727125
667	0.1039164187
668	0.1037897871
669	0.1035767402
670	0.1034138559
671	0.1031494247
672	0.102964878
673	0.1026690733
674	0.1024732099
675	0.1023051832
676	0.1022196308
677	0.1020962159
678	0.1019256027
679	0.1017268523
680	0.1014952559
681	0.1013613777
682	0.1011541159
683	0.1010218459
684	0.1007198744
685	0.1005451435
686	0.1004390555
687	0.10026603
688	0.1000645934
689	0.09993090367
690	0.09979762901
691	0.09957384055
692	0.09933116145
693	0.09912069104
694	0.09891298949
695	0.09864506873
696	0.09835373979
697	0.09816294336
698	0.09788176445
699	0.09764731484
700	0.09747036228
701	0.09728010368
702	0.09718616675
703	0.09694970742
704	0.09674784203
705	0.09647976382
706	0.09633090245
707	0.09606714981
708	0.09593083157
709	0.09575340352
710	0.09561927099
711	0.09550960746
712	0.09540706624
713	0.09522409496
714	0.09513329472
715	0.0948639022
716	0.09468864708
717	0.09452987865
718	0.09433820891
719	0.0941421026
720	0.09392693042
721	0.0936956297
722	0.093397456
723	0.09317835237
724	0.09305050891
725	0.09288490184
726	0.09275262952
727	0.09255674942
728	0.09232039778
729	0.09218047927
730	0.09198062228
731	0.09179651685
732	0.09159025978
733	0.09140491694
734	0.09110220667
735	0.09089038024
736	0.09076439332
737	0.09052102024
738	0.09040605201
739	0.09019684653
740	0.09010985825
741	0.08983827004
742	0.08963011354
743	0.08936958989
744	0.08926771277
745	0.08912804027
746	0.08887766525
747	0.08863909122
748	0.08850676667
749	0.08838364716
750	0.08824158538
751	0.08808225829
752	0.08792915431
753	0.08779334492
754	0.08758742737
755	0.08746954234
756	0.08736539686
757	0.08716513468
758	0.08697110905
759	0.08683154829
760	0.08677830376
761	0.08661128553
762	0.0864769408
763	0.08632789874
764	0.08622063914
765	0.08607066697
766	0.08588932446
767	0.08569655006
768	0.08562323773
769	0.08547106559
770	0.08530078067
771	0.08516336503
772	0.08507173507
773	0.08484645325
774	0.0846903503
775	0.08456740548
776	0.08447708671
777	0.08430511922
778	0.08413335436
779	0.08399245407
780	0.08386979292
781	0.0837136481
782	0.08366664919
783	0.0835219198
784	0.08344377627
785	0.0833299466
786	0.08320438402
787	0.08297335815
788	0.08285525584
789	0.08274308538
790	0.08259069689
791	0.08249781795
792	0.08239122872
793	0.08230295149
794	0.08214073738
795	0.0820863413
796	0.08200409201
797	0.08185200717
798	0.08172621396
799	0.08156598655
800	0.08140807427
801	0.08129723456
802	0.08120039226
803	0.0810468072
804	0.08092646169
805	0.08079182121
806	0.08071434058
807	0.08059134441
808	0.08050983358
809	0.08040657736
810	0.08028906267
811	0.08015931791
812	0.08002283911
813	0.07993069142
814	0.0797820863
815	0.07970582314
816	0.07958373103
817	0.07949334171
818	0.07932728735
819	0.07918371601
820	0.07908617887
821	0.07890104608
822	0.07880382712
823	0.07864535233
824	0.07853513581
825	0.07842445295
826	0.07827637692
827	0.07811963066
828	0.07794994577
829	0.07784608982
830	0.07773554402
831	0.07758450901
832	0.07743753343
833	0.07731254064
834	0.07711516057
835	0.07698441408
836	0.07689645694
837	0.07681637878
838	0.07668542152
839	0.07654660372
840	0.07639854996
841	0.07629052107
842	0.07622082571
843	0.07615409529
844	0.0760428788
845	0.07586607377
846	0.0757824778
847	0.07564261021
848	0.07551294274
849	0.07542348079
850	0.07535255593
851	0.07521217293
852	0.07508837386
853	0.07500534335
854	0.07486673587
855	0.07473719891
856	0.07464249921
857	0.0745578148
858	0.0744556111
859	0.07436006279
860	0.07431379447
861	0.07419871037
862	0.07406812095
863	0.0739954347
864	0.07389488344
865	0.07376365115
866	0.0736075332
867	0.07342751473
868	0.07328327085
869	0.07319015041
870	0.07310772737
871	0.07299312062
872	0.07283402249
873	0.07273105795
874	0.07261957093
875	0.07252513276
876	0.07238438791
877	0.07221909654
878	0.07207685572
879	0.07197111652
880	0.07182353863
881	0.0717127306
882	0.07164450362
883	0.07150668782
884	0.07138897382
885	0.07134988598
886	0.07125664287
887	0.07113243354
888	0.071013466
889	0.07091230157
890	0.07073720201
891	0.07056773292
892	0.07043485247
893	0.07032427496
894	0.07024357414
895	0.07014354761
896	0.07004673442
897	0.06990232911
898	0.06979761278
899	0.06968163438
900	0.06955679819
901	0.06948702598
902	0.06936329293
903	0.06927256038
904	0.06917871618
905	0.06905731427
906	0.06890291336
907	0.06881137597
908	0.06863928498
909	0.06852461877
910	0.06842385472
911	0.06835799216
912	0.06821474728
913	0.06812412251
914	0.06798833502
915	0.06788952736
916	0.06785645888
917	0.0677924914
918	0.06771971207
919	0.0676663447
920	0.06750635493
921	0.06742621175
922	0.06731977835
923	0.06723197999
924	0.06716446803
925	0.06708747787
926	0.06704235204
927	0.06697612113
928	0.0669036915
929	0.06683771722
930	0.06673122847
931	0.06661612962
932	0.06654594188
933	0.06648229729
934	0.0663544371
935	0.06623367888
936	0.06612885502
937	0.06605877947
938	0.06601948513
939	0.06586379018
940	0.06572291335
941	0.06559927398
942	0.06550812553
943	0.06542367815
944	0.06533328456
945	0.06522851274
946	0.06505310316
947	0.06495090025
948	0.06484058627
949	0.06475067885
950	0.06460167814
951	0.06455465816
952	0.06446009545
953	0.06439937741
954	0.06433152335
955	0.06424447416
956	0.06416280693
957	0.06405522736
958	0.06397106418
959	0.06385017798
960	0.06374855534
961	0.06368889747
962	0.06356207218
963	0.06347880633
964	0.06337600547
965	0.06323017248
966	0.06314744071
967	0.06302888146
968	0.06293097026
969	0.06289189409
970	0.06280028317
971	0.06274656222
972	0.06269567333
973	0.0626411334
974	0.06252148426
975	0.06240258006
976	0.06231277559
977	0.06223538844
978	0.06216611781
979	0.06210632012
980	0.06199211993
981	0.06188514005
982	0.06185459264
983	0.06179038288
984	0.06170756054
985	0.0616388873
986	0.06153551854
987	0.06144589667
988	0.06134860163
989	0.06122492572
990	0.06112404972
991	0.06107908721
992	0.0610077011
993	0.06093575065
994	0.06081809649
995	0.06071618618
996	0.06064737591
997	0.06057649426
998	0.06048656702
999	0.06040469538
